gnl|TC-DB|F8SVK1|2.A.1.6.11	gene256	27.542	236	142	7	13	244	22	232	1.64e-09	56.2
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2731	35.802	81	44	1	75	155	56	128	4.66e-08	51.6
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2560	29.375	160	98	5	75	233	67	212	2.07e-07	49.7
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene23	27.875	287	166	9	54	329	47	303	1.25e-05	43.9
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene850	24.595	309	189	10	41	329	22	306	0.005	35.8
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2448	28.571	77	47	1	79	155	63	131	0.009	35.0
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2448	50.000	20	10	0	303	322	64	83	2.1	27.3
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene104	32.653	49	33	0	274	322	34	82	0.043	32.7
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2245	25.946	185	116	8	54	233	42	210	0.11	31.6
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene285	26.829	82	60	0	78	159	695	776	0.75	28.9
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2762	35.294	34	22	0	78	111	67	100	1.1	28.5
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2554	38.462	39	23	1	240	278	141	178	1.2	27.7
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1063	47.826	23	12	0	295	317	279	301	1.4	27.7
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1072	37.500	56	33	2	34	87	11	66	2.5	26.9
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene125	35.556	45	29	0	278	322	38	82	3.5	26.6
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1380	39.535	43	23	1	78	120	562	601	4.4	26.6
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene197	28.889	45	32	0	278	322	42	86	4.9	26.2
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2750	23.913	276	135	11	78	340	61	274	5.0	26.2
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene885	48.387	31	16	0	401	431	177	207	5.5	26.2
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2483	45.833	24	13	0	315	338	881	904	5.7	26.2
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1084	38.462	39	23	1	314	352	300	337	6.7	25.8
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1068	56.000	25	11	0	304	328	65	89	7.7	25.4
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene948	28.571	35	25	0	172	206	137	171	9.4	25.0
gnl|TC-DB|O15375|2.A.1.13.11	gene1	24.818	137	101	1	80	216	74	208	2.18e-07	49.3
gnl|TC-DB|O15375|2.A.1.13.11	gene262	26.357	129	89	3	300	427	74	197	0.005	35.8
gnl|TC-DB|O15375|2.A.1.13.11	gene262	42.857	42	20	1	143	180	140	181	8.0	25.4
gnl|TC-DB|O15375|2.A.1.13.11	gene1413	28.261	46	33	0	68	113	308	353	0.011	34.7
gnl|TC-DB|O15375|2.A.1.13.11	gene1047	23.651	241	139	8	169	398	153	359	0.071	32.0
gnl|TC-DB|O15375|2.A.1.13.11	gene104	25.472	106	78	1	296	401	64	168	0.16	30.8
gnl|TC-DB|O15375|2.A.1.13.11	gene2252	27.586	58	41	1	115	172	116	172	0.24	30.4
gnl|TC-DB|O15375|2.A.1.13.11	gene2252	23.622	127	91	2	292	412	64	190	0.61	28.9
gnl|TC-DB|O15375|2.A.1.13.11	gene1105	25.000	80	56	1	304	383	83	158	0.32	30.0
gnl|TC-DB|O15375|2.A.1.13.11	gene2448	21.795	156	111	5	278	432	51	196	0.34	29.6
gnl|TC-DB|O15375|2.A.1.13.11	gene2448	25.397	126	86	5	53	174	47	168	4.1	26.2
gnl|TC-DB|O15375|2.A.1.13.11	gene256	26.562	64	46	1	112	174	124	187	0.49	29.3
gnl|TC-DB|O15375|2.A.1.13.11	gene2237	21.488	121	88	3	73	188	328	446	0.54	29.3
gnl|TC-DB|O15375|2.A.1.13.11	gene1430	28.704	108	66	4	73	175	70	171	0.59	28.9
gnl|TC-DB|O15375|2.A.1.13.11	gene1698	29.412	51	35	1	348	398	123	172	0.80	28.5
gnl|TC-DB|O15375|2.A.1.13.11	gene363	28.000	75	47	3	332	401	86	158	1.2	28.1
gnl|TC-DB|O15375|2.A.1.13.11	gene363	24.800	125	88	3	53	174	36	157	8.7	25.4
gnl|TC-DB|O15375|2.A.1.13.11	gene2762	42.857	42	20	2	135	174	134	173	1.7	27.7
gnl|TC-DB|O15375|2.A.1.13.11	gene463	25.843	89	53	3	208	283	63	151	2.7	26.6
gnl|TC-DB|O15375|2.A.1.13.11	gene1651	23.649	148	81	2	245	392	86	201	3.2	26.6
gnl|TC-DB|O15375|2.A.1.13.11	gene2933	33.333	54	29	2	2	55	56	102	4.5	26.2
gnl|TC-DB|O15375|2.A.1.13.11	gene1068	35.185	54	30	1	344	392	108	161	9.1	25.0
gnl|TC-DB|O15375|2.A.1.13.11	gene1326	46.875	32	16	1	367	398	44	74	9.4	25.0
gnl|TC-DB|O15403|2.A.1.13.15	gene1	22.302	139	82	5	89	211	71	199	0.023	33.5
gnl|TC-DB|O15403|2.A.1.13.15	gene1698	22.973	148	94	6	49	186	38	175	0.13	31.2
gnl|TC-DB|O15403|2.A.1.13.15	gene1299	27.027	74	44	3	51	119	33	101	0.18	30.8
gnl|TC-DB|O15403|2.A.1.13.15	gene42	28.814	59	42	0	51	109	145	203	1.2	28.1
gnl|TC-DB|O15403|2.A.1.13.15	gene363	24.211	95	70	2	64	157	36	129	1.2	28.1
gnl|TC-DB|O15403|2.A.1.13.15	gene2908	51.852	27	10	1	51	74	184	210	1.4	27.7
gnl|TC-DB|O15403|2.A.1.13.15	gene96	24.427	131	68	4	250	357	189	311	1.5	27.7
gnl|TC-DB|O15403|2.A.1.13.15	gene1651	28.986	69	47	1	73	139	348	416	1.5	27.7
gnl|TC-DB|O15403|2.A.1.13.15	gene1594	34.091	44	27	1	438	481	82	123	1.9	27.3
gnl|TC-DB|O15403|2.A.1.13.15	gene1413	21.495	107	78	2	24	124	247	353	2.4	26.9
gnl|TC-DB|O15403|2.A.1.13.15	gene2016	41.667	36	17	1	111	142	220	255	2.4	26.9
gnl|TC-DB|O15403|2.A.1.13.15	gene77	24.444	135	77	6	325	444	48	172	2.5	26.9
gnl|TC-DB|O15403|2.A.1.13.15	gene1629	31.884	69	38	4	223	285	93	158	3.0	26.2
gnl|TC-DB|O15403|2.A.1.13.15	gene2023	55.000	20	9	0	428	447	65	84	7.6	24.6
gnl|TC-DB|O15403|2.A.1.13.15	gene1349	23.810	63	48	0	451	513	2	64	8.4	24.3
gnl|TC-DB|O15403|2.A.1.13.15	gene1562	24.719	89	54	4	382	468	32	109	9.6	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene2788	37.838	37	19	1	211	243	17	53	0.25	28.5
gnl|TC-DB|P25613|2.A.96.1.4	gene837	27.381	84	49	3	93	173	45	119	0.67	27.7
gnl|TC-DB|P25613|2.A.96.1.4	gene2848	32.558	43	24	2	14	53	30	70	0.73	25.8
gnl|TC-DB|P25613|2.A.96.1.4	gene2404	28.814	59	37	2	131	185	299	356	9.4	24.3
gnl|TC-DB|P36021|2.A.1.13.10	gene1	35.593	59	38	0	183	241	86	144	0.009	34.7
gnl|TC-DB|P36021|2.A.1.13.10	gene528	24.516	155	114	3	135	287	38	191	0.098	31.6
gnl|TC-DB|P36021|2.A.1.13.10	gene77	25.714	105	76	1	372	474	72	176	0.12	31.2
gnl|TC-DB|P36021|2.A.1.13.10	gene2276	28.090	89	43	3	425	504	60	136	0.82	28.5
gnl|TC-DB|P36021|2.A.1.13.10	gene2263	40.000	30	18	0	45	74	88	117	1.1	27.3
