gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1086	32.143	84	48	3	89	170	2	78	0.017	34.3
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2537	30.435	46	30	1	252	295	64	109	0.45	28.9
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2920	28.302	53	35	1	65	114	146	198	0.92	28.5
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2897	44.000	25	14	0	304	328	40	64	1.9	27.3
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2415	26.667	90	65	1	238	327	4	92	2.1	27.3
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene701	28.814	59	34	2	260	310	207	265	3.3	26.9
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1598	29.114	79	52	4	205	281	339	415	3.7	26.6
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene182	29.630	54	37	1	495	547	10	63	5.3	24.3
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1466	26.733	101	61	4	234	328	9	102	7.0	25.8
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene1785	28.696	115	66	5	139	240	148	259	7.4	25.8
gnl|TC-DB|F8SVK1|2.A.1.6.11	gene2599	39.286	28	16	1	218	244	449	476	9.4	25.4
gnl|TC-DB|O15375|2.A.1.13.11	gene42	36.170	47	29	1	367	413	373	418	6.9	25.4
gnl|TC-DB|O15375|2.A.1.13.11	gene14	30.000	50	35	0	344	393	339	388	8.3	25.4
gnl|TC-DB|O15375|2.A.1.13.11	gene739	32.727	55	33	1	313	363	390	444	8.8	25.4
gnl|TC-DB|O15403|2.A.1.13.15	gene911	21.111	180	126	5	320	493	30	199	0.015	34.3
gnl|TC-DB|O15403|2.A.1.13.15	gene1341	23.810	147	90	5	181	305	67	213	0.090	31.6
gnl|TC-DB|O15403|2.A.1.13.15	gene42	26.316	190	109	9	277	445	216	395	0.12	31.2
gnl|TC-DB|O15403|2.A.1.13.15	gene2686	29.412	51	30	1	75	125	74	118	1.9	26.9
gnl|TC-DB|O15403|2.A.1.13.15	gene1633	30.000	70	44	2	33	102	37	101	3.2	26.6
gnl|TC-DB|O15403|2.A.1.13.15	gene32	29.870	77	49	3	423	495	229	304	9.5	25.0
gnl|TC-DB|P25613|2.A.96.1.4	gene1403	29.268	41	29	0	14	54	436	476	0.97	27.3
gnl|TC-DB|P25613|2.A.96.1.4	gene164	37.500	40	25	0	171	210	22	61	1.1	27.3
gnl|TC-DB|P25613|2.A.96.1.4	gene1816	27.778	36	26	0	59	94	85	120	6.0	24.3
gnl|TC-DB|P25613|2.A.96.1.4	gene1899	34.783	46	28	1	214	257	10	55	6.5	24.6
gnl|TC-DB|P25613|2.A.96.1.4	gene1014	33.333	39	25	1	150	187	221	259	9.8	24.3
gnl|TC-DB|P36021|2.A.1.13.10	gene1086	39.583	48	27	1	205	252	633	678	0.47	29.6
gnl|TC-DB|P36021|2.A.1.13.10	gene2619	42.857	21	12	0	2	22	47	67	2.0	27.3
gnl|TC-DB|P36021|2.A.1.13.10	gene525	35.714	28	18	0	341	368	79	106	2.4	26.9
gnl|TC-DB|P36021|2.A.1.13.10	gene1322	27.869	61	39	1	191	251	271	326	2.8	26.9
gnl|TC-DB|P36021|2.A.1.13.10	gene2700	36.000	50	31	1	10	59	182	230	6.1	25.8
gnl|TC-DB|P36032|2.A.1.13.18	gene1466	23.913	138	96	4	240	375	20	150	0.058	32.0
gnl|TC-DB|P36032|2.A.1.13.18	gene1574	29.231	65	46	0	259	323	126	190	2.5	26.9
gnl|TC-DB|P36032|2.A.1.13.18	gene2604	35.714	56	19	3	143	196	95	135	3.6	26.6
gnl|TC-DB|P36032|2.A.1.13.18	gene2265	37.838	37	21	1	363	397	118	154	6.4	25.4
gnl|TC-DB|P36032|2.A.1.13.18	gene1205	38.462	39	22	1	316	352	294	332	6.4	25.8
gnl|TC-DB|P53985|2.A.1.13.1	gene14	20.556	180	130	4	286	465	260	426	5.4	25.8
gnl|TC-DB|Q08268|2.A.1.13.19	gene738	30.769	78	37	1	45	122	20	80	1.2	27.3
gnl|TC-DB|Q08268|2.A.1.13.19	gene611	62.500	16	6	0	30	45	220	235	1.9	27.3
gnl|TC-DB|Q08268|2.A.1.13.19	gene1559	27.083	48	33	1	379	426	662	707	3.6	26.6
gnl|TC-DB|Q08268|2.A.1.13.19	gene1587	30.435	69	36	2	288	354	119	177	4.7	25.8
gnl|TC-DB|Q08268|2.A.1.13.19	gene2908	37.500	24	15	0	3	26	235	258	9.6	25.0
gnl|TC-DB|Q08268|2.A.1.13.19	gene1358	30.909	110	52	6	130	225	43	142	9.7	25.0
